user_id,book_id,rating
982.0,65,4
982.0,297,4
982.0,2770,4
982.0,405,4
982.0,1074,3
982.0,2172,3
982.0,7338,3
982.0,3202,4
982.0,3068,2
982.0,9972,3
982.0,48,3
982.0,637,4
982.0,3127,3
982.0,1980,4
982.0,1641,4
982.0,14,4
982.0,2584,3
982.0,1664,4
982.0,1084,3
982.0,516,4
982.0,2337,4
982.0,5911,4
982.0,8818,4
982.0,2869,4
953.0,92,3
982.0,8233,4
982.0,1239,4
982.0,1853,3
982.0,1960,4
982.0,4960,3
982.0,2344,4
982.0,1250,4
982.0,8212,3
982.0,284,4
982.0,2698,3
982.0,2027,4
982.0,350,4
982.0,1955,3
989.0,9790,4
982.0,8167,3
989.0,1771,4
982.0,959,3
982.0,1135,3
982.0,494,4
982.0,741,3
982.0,2177,4
982.0,426,5
982.0,1797,3
982.0,4205,4
982.0,97,4
982.0,178,3
982.0,119,4
982.0,101,4
982.0,162,4
982.0,5,4
982.0,943,3
982.0,372,3
982.0,4103,4
982.0,321,4
982.0,570,3
982.0,60,3
982.0,116,4
982.0,402,4
982.0,479,4
982.0,375,3
982.0,28,3
982.0,357,3
982.0,934,3
982.0,646,3
982.0,35,2
982.0,662,4
982.0,5627,4
982.0,2508,3
982.0,7022,3
982.0,5792,3
982.0,7810,2
982.0,271,3
982.0,688,4
379.0,5508,5
379.0,103,3
379.0,80,5
379.0,611,4
981.0,561,5
981.0,795,3
981.0,1421,4
981.0,89,5
973.0,699,3
973.0,97,3
973.0,390,3
973.0,71,3
973.0,375,1
973.0,935,1
973.0,7990,3
973.0,6880,3
973.0,4018,4
973.0,4273,4
968.0,6998,2
1007.0,1218,5
1007.0,1925,5
1007.0,42,5
1007.0,22,5
1007.0,326,5
510.0,8878,3
510.0,1853,4
510.0,1239,3
510.0,233,5
510.0,94,3
510.0,2579,3
510.0,1923,2
510.0,344,4
510.0,55,3
510.0,50,4
510.0,8,2
510.0,4,4
1007.0,26,5
1007.0,5507,5
1007.0,6539,3
1007.0,572,3
1007.0,109,3
1007.0,5257,2
1007.0,2705,4
1007.0,5322,4
1007.0,6658,4
1007.0,1825,4
1007.0,2049,4
1007.0,2976,4
1007.0,4042,4
1007.0,1590,4
1007.0,4236,1
1007.0,5114,4
1007.0,5860,4
1007.0,505,5
1007.0,3918,5
1007.0,4632,5
1007.0,3286,5
1007.0,4548,5
1007.0,3614,5
1007.0,5243,5
1007.0,6823,5
1007.0,5030,5
1007.0,4542,5
1007.0,4289,5
1007.0,8465,4
396.0,2914,2
1007.0,111,2
1007.0,1459,2
1007.0,301,1
1007.0,381,4
1008.0,100,5
1008.0,860,3
1008.0,3869,3
1008.0,115,4
1008.0,225,5
1007.0,19,3
983.0,895,3
751.0,901,2
983.0,6299,3
983.0,570,5
550.0,629,3
885.0,1063,2
885.0,1436,2
550.0,5616,3
550.0,1484,3
550.0,729,4
1009.0,430,4
550.0,272,4
550.0,1806,4
550.0,1139,4
550.0,217,3
550.0,26,1
550.0,325,3
1007.0,1234,4
550.0,848,2
550.0,228,3
979.0,1049,3
550.0,78,2
550.0,948,2
550.0,5187,2
979.0,468,4
550.0,6496,3
1010.0,436,4
550.0,354,4
1007.0,999,3
1007.0,3304,2
550.0,9588,3
1007.0,2215,3
550.0,387,4
1007.0,621,4
550.0,903,4
550.0,90,5
1005.0,544,4
1005.0,2556,4
1005.0,681,5
1005.0,1489,4
1005.0,2571,3
1005.0,1956,4
1005.0,3234,4
1005.0,2324,4
1005.0,5827,4
1007.0,5621,4
1005.0,2339,4
1005.0,48,4
1005.0,637,5
1005.0,1641,3
1005.0,3127,4
1005.0,265,5
1005.0,13,5
1005.0,54,5
1005.0,751,4
1005.0,599,4
1005.0,1014,4
1005.0,1332,4
1013.0,10,5
1013.0,55,5
1013.0,11,4
1013.0,58,5
1013.0,115,5
1013.0,57,4
1013.0,2671,3
1012.0,67,5
1013.0,1411,5
1013.0,4091,3
1013.0,2809,4
1013.0,2738,2
1013.0,148,3
1013.0,4,5
1013.0,119,5
1012.0,378,5
1013.0,150,3
1013.0,2136,3
1013.0,186,4
1013.0,1748,4
1013.0,1280,4
1013.0,546,4
1013.0,4544,5
1013.0,6588,5
1013.0,2939,4
1013.0,515,5
1013.0,3963,5
1012.0,38,5
1012.0,11,5
1012.0,22,4
1012.0,26,5
1012.0,111,5
1012.0,81,5
1012.0,9,5
1012.0,57,5
1012.0,122,5
1012.0,127,5
1012.0,383,5
1012.0,181,4
1012.0,2107,4
1005.0,100,4
1005.0,1144,4
1005.0,325,3
1005.0,704,4
1005.0,1936,3
1005.0,883,4
1005.0,119,4
1005.0,3837,2
1005.0,354,3
1005.0,763,4
1005.0,1642,5
1005.0,6934,3
979.0,7003,3
979.0,1519,3
979.0,1142,3
1010.0,2875,4
1010.0,2337,4
979.0,283,3
1010.0,121,5
1010.0,4443,5
979.0,5591,3
979.0,5630,3
979.0,400,4
979.0,3884,3
454.0,7943,3
1010.0,3172,5
454.0,1324,5
1010.0,587,4
822.0,662,4
532.0,92,5
822.0,46,5
973.0,682,4
973.0,1530,4
1007.0,117,4
1010.0,9078,4
1007.0,681,4
1007.0,158,2
1007.0,373,2
1007.0,1938,2
1007.0,335,3
1007.0,321,3
699.0,89,5
1007.0,50,4
699.0,22,3
699.0,198,4
699.0,6274,3
1010.0,1392,3
1010.0,1571,4
699.0,217,2
973.0,1802,4
973.0,3871,4
973.0,3274,3
973.0,547,4
973.0,298,4
973.0,1120,4
973.0,15,4
903.0,1380,5
1010.0,1681,5
1010.0,520,5
903.0,1005,4
903.0,1928,2
903.0,2284,2
670.0,25,4
1010.0,592,5
1011.0,39,4
1011.0,110,4
1011.0,165,4
1011.0,135,4
1011.0,337,5
1011.0,54,5
1011.0,599,4
1011.0,751,4
1011.0,1727,4
1011.0,1042,3
1011.0,1332,4
1011.0,1014,4
1011.0,3111,5
1011.0,7128,4
1011.0,7766,4
1011.0,9499,3
1011.0,5714,4
1011.0,13,4
1011.0,48,4
1011.0,55,4
1011.0,2975,4
1011.0,974,3
1011.0,6123,3
1011.0,2487,5
1011.0,5047,4
1011.0,167,5
1011.0,283,3
1011.0,666,3
1011.0,322,4
1011.0,400,5
1011.0,2616,4
1011.0,5630,4
1011.0,3573,4
1011.0,3884,5
1011.0,3006,4
1011.0,7603,5
1011.0,5591,4
1011.0,442,5
1011.0,1519,3
1011.0,1142,4
1011.0,3314,3
1011.0,7003,3
1010.0,2975,4
982.0,54,3
642.0,499,5
979.0,1465,3
642.0,572,5
642.0,3036,4
642.0,743,5
642.0,3254,4
642.0,4031,2
642.0,38,5
642.0,55,5
1016.0,8,4
1016.0,18,5
1016.0,24,4
1016.0,4,5
1016.0,2,4
642.0,484,3
1016.0,39,4
1016.0,110,4
1016.0,165,3
1016.0,135,4
642.0,1236,5
642.0,854,2
642.0,1124,2
1016.0,104,4
642.0,1389,5
1016.0,1340,4
1016.0,197,5
1016.0,558,4
1016.0,527,4
1016.0,652,4
1016.0,631,4
1016.0,563,4
642.0,4047,3
1016.0,624,4
642.0,2,3
1016.0,450,4
642.0,23,3
1016.0,891,3
642.0,18,4
642.0,24,5
1016.0,1127,4
1016.0,1034,3
642.0,21,5
1016.0,1304,3
1016.0,1228,3
642.0,27,5
1016.0,1363,3
1016.0,1394,3
1016.0,598,3
1016.0,1246,3
1016.0,1018,3
1016.0,2299,4
1016.0,2382,4
1016.0,1964,4
1016.0,2669,4
1016.0,3298,4
1016.0,3278,4
642.0,26,3
642.0,9,3
1016.0,1845,4
642.0,5,5
642.0,2738,3
642.0,13,5
1016.0,8697,2
642.0,4,5
1010.0,3090,2
1000.0,782,3
642.0,65,5
642.0,101,5
642.0,28,5
642.0,32,4
642.0,14,5
816.0,196,4
642.0,5260,3
816.0,81,5
642.0,1061,3
642.0,1083,1
642.0,587,5
642.0,234,2
642.0,1908,4
642.0,2806,4
1010.0,405,5
1010.0,94,5
1010.0,50,5
1010.0,14,5
1010.0,65,5
1010.0,26,2
642.0,8366,2
1010.0,1544,4
642.0,44,1
642.0,77,3
1010.0,1055,3
1010.0,416,5
1010.0,184,5
1010.0,335,1
1010.0,662,4
816.0,8159,2
816.0,2426,3
816.0,102,5
816.0,278,3
816.0,362,3
816.0,284,5
642.0,158,4
642.0,356,3
642.0,873,3
642.0,1163,3
642.0,1033,3
642.0,1233,3
642.0,387,3
642.0,118,1
642.0,1714,1
642.0,15,2
642.0,245,4
1000.0,753,5
1000.0,2110,5
1000.0,50,4
926.0,4,5
926.0,14,4
926.0,13,4
926.0,4336,2
1010.0,958,5
1010.0,373,4
979.0,3628,5
979.0,1314,3
926.0,897,4
1010.0,2123,5
1010.0,80,1
1020.0,115,5
1020.0,60,3
1020.0,28,5
1020.0,495,4
1020.0,344,4
1020.0,38,3
1020.0,57,2
1020.0,100,3
1020.0,516,3
1020.0,22,1
1020.0,45,3
1020.0,121,3
1020.0,122,3
1020.0,92,3
1020.0,2,2
1020.0,26,2
1020.0,11,3
1000.0,1590,4
1000.0,4042,3
1000.0,2049,3
1000.0,1825,3
249.0,6382,5
249.0,2328,4
249.0,595,3
249.0,8,5
249.0,3657,2
249.0,29,4
249.0,125,5
249.0,714,4
249.0,804,3
249.0,770,5
249.0,353,5
926.0,782,2
249.0,2556,2
1000.0,391,4
1000.0,251,3
1000.0,157,2
1000.0,3274,2
1000.0,3047,2
249.0,26,1
1000.0,90,4
1000.0,5863,4
1000.0,150,5
1000.0,8039,3
1000.0,663,4
1000.0,2298,4
1000.0,289,5
1000.0,100,2
715.0,1657,5
1000.0,6242,3
1000.0,9962,5
1014.0,330,4
1014.0,510,3
1014.0,2056,3
1014.0,1362,3
1014.0,722,3
1014.0,1249,3
1014.0,1023,3
1014.0,205,2
1014.0,1553,4
1014.0,2090,4
1014.0,2303,4
1014.0,2224,4
1014.0,2550,3
1014.0,1086,4
1014.0,4275,5
1014.0,4445,5
1014.0,3120,5
1014.0,2230,5
1014.0,2125,5
1014.0,4799,4
1014.0,5160,4
1014.0,4553,4
1014.0,5655,3
1014.0,2242,4
1014.0,4044,3
1014.0,628,4
1014.0,4440,4
1014.0,2262,3
1014.0,27,4
1014.0,1053,4
1014.0,806,5
1014.0,725,4
1014.0,936,4
1014.0,232,4
1014.0,953,5
1014.0,6369,3
1014.0,9577,4
1014.0,5415,4
1014.0,9481,3
1014.0,9868,4
1014.0,9433,2
1014.0,5877,3
1014.0,4933,3
1014.0,6484,4
1014.0,1128,4
1014.0,5049,4
1014.0,3414,4
1014.0,3834,4
1014.0,3974,3
1014.0,7325,5
1014.0,368,5
1014.0,480,5
1014.0,62,5
1014.0,292,4
1014.0,375,3
1014.0,577,4
1014.0,1447,4
1014.0,229,5
1014.0,1314,5
1014.0,130,2
1014.0,793,4
1014.0,85,3
1014.0,602,5
1014.0,618,4
1014.0,1332,4
1014.0,1727,4
1014.0,531,4
1014.0,288,4
1014.0,54,4
1014.0,189,4
1014.0,681,4
1014.0,1956,4
1014.0,1135,4
1014.0,959,4
887.0,3244,4
887.0,2959,5
1014.0,730,4
1014.0,7,5
1014.0,179,4
1014.0,2172,4
1014.0,297,4
1014.0,735,4
1014.0,2052,5
1014.0,362,4
1014.0,641,5
1014.0,542,4
1014.0,347,5
1014.0,332,5
1014.0,219,5
1014.0,48,5
1014.0,26,3
1014.0,9,3
1014.0,83,2
793.0,503,3
1014.0,1119,4
1014.0,38,5
1014.0,282,4
1014.0,168,4
1014.0,3595,3
1014.0,492,4
1014.0,760,5
1014.0,838,4
1014.0,1213,3
1014.0,1646,4
1014.0,2564,4
1014.0,5388,5
1014.0,2312,4
1014.0,4138,5
1014.0,6701,4
1014.0,7490,4
1014.0,8413,4
1014.0,150,4
1014.0,937,5
1014.0,65,4
793.0,1117,3
793.0,9,3
1000.0,102,3
1000.0,306,5
1000.0,604,3
978.0,19,5
978.0,161,5
978.0,155,5
978.0,70,4
978.0,48,4
978.0,335,3
997.0,6688,1
997.0,501,4
997.0,5905,4
997.0,4027,4
997.0,4253,4
997.0,5826,4
997.0,1261,5
218.0,287,4
942.0,248,3
942.0,125,4
942.0,770,3
942.0,5540,2
942.0,934,4
942.0,272,3
942.0,268,4
1024.0,48,3
1024.0,1641,3
1024.0,42,5
1024.0,113,4
1024.0,6876,4
1024.0,426,5
1024.0,478,3
1024.0,2297,3
1024.0,2286,3
1024.0,178,3
1024.0,54,4
1024.0,13,3
1024.0,177,3
1024.0,730,2
1024.0,131,4
1024.0,116,4
1024.0,160,3
1024.0,523,3
1024.0,3535,4
1024.0,3255,2
1024.0,709,4
1024.0,7838,3
1024.0,427,5
1024.0,95,4
1024.0,284,3
1024.0,2952,4
1024.0,264,5
1024.0,401,4
1024.0,1186,3
1024.0,1393,4
1024.0,530,5
1024.0,1094,4
1024.0,109,5
1025.0,23,1
1025.0,3252,3
1025.0,80,5
1025.0,373,4
1025.0,29,5
1025.0,184,5
1025.0,416,5
1025.0,70,5
1025.0,125,5
1025.0,530,5
1025.0,1666,5
1025.0,1859,5
1025.0,410,5
1025.0,456,5
1024.0,456,5
1025.0,28,4
1025.0,1186,5
1025.0,587,5
1025.0,119,5
1025.0,3358,5
1025.0,782,5
1025.0,293,4
1024.0,93,5
1024.0,561,5
1024.0,540,4
1024.0,371,3
218.0,2766,4
1024.0,167,4
1024.0,322,3
218.0,6889,2
1024.0,614,4
218.0,3250,4
218.0,78,2
218.0,1705,4
1027.0,2172,3
1027.0,1676,4
1027.0,3068,4
1027.0,9972,4
1027.0,2440,4
1027.0,1561,5
1027.0,476,4
1027.0,986,1
1027.0,578,3
1027.0,1196,5
1027.0,117,5
1027.0,71,4
1027.0,177,4
1027.0,592,4
1027.0,3085,5
982.0,103,5
982.0,7392,4
982.0,213,4
982.0,4336,4
982.0,4441,4
1028.0,274,5
1028.0,4,5
1028.0,2,5
1028.0,24,5
1028.0,21,5
1028.0,27,5
1028.0,18,5
1028.0,26,4
1028.0,23,4
1028.0,10,4
1028.0,14,4
1028.0,32,5
1028.0,11,5
1028.0,33,5
1028.0,94,4
1028.0,378,4
1028.0,9,3
1028.0,7063,4
1028.0,227,5
1028.0,86,5
1028.0,123,5
1028.0,343,5
1028.0,281,5
1028.0,596,5
1028.0,1037,5
1028.0,833,5
1028.0,1057,5
1028.0,1388,5
1028.0,1407,5
1028.0,1733,4
1028.0,963,4
1028.0,1301,4
1028.0,2408,5
879.0,472,4
1016.0,322,5
1029.0,1570,3
1029.0,162,5
1029.0,129,5
1029.0,6406,2
1029.0,7540,4
1029.0,1250,3
1029.0,495,4
1029.0,2328,4
1029.0,1955,3
1029.0,322,4
1029.0,666,4
1029.0,903,3
1029.0,287,3
1029.0,255,3
1029.0,2024,2
1029.0,872,4
1029.0,1090,3
1002.0,1224,4
1002.0,7214,3
1002.0,3128,3
1002.0,696,3
1002.0,4579,4
1002.0,1217,4
1002.0,7260,3
1002.0,1533,3
1002.0,898,2
1002.0,2347,4
1002.0,3477,2
1002.0,205,3
1002.0,2604,3
1002.0,4251,3
1002.0,4192,2
1002.0,3340,4
1002.0,1993,2
1002.0,1633,2
1002.0,4989,2
1002.0,4820,2
1002.0,2701,2
1002.0,1096,5
1002.0,297,3
1002.0,700,2
1002.0,150,5
1002.0,186,2
1002.0,1261,4
1002.0,1014,2
1002.0,1332,2
1002.0,751,2
1002.0,501,5
1002.0,599,2
1002.0,32,3
428.0,2145,3
1016.0,735,5
1016.0,4064,5
1016.0,365,5
1016.0,191,5
1016.0,666,4
1016.0,283,5
1016.0,7127,4
1016.0,2262,5
1016.0,4440,5
1016.0,4044,5
1016.0,70,5
1016.0,442,5
1016.0,126,5
1016.0,1179,5
1016.0,371,5
1016.0,122,4
1016.0,611,1
1016.0,593,5
1016.0,5145,2
1005.0,36,4
606.0,1457,3
606.0,130,3
606.0,306,4
606.0,2013,3
606.0,625,3
606.0,48,3
606.0,242,4
606.0,266,4
606.0,4095,3
606.0,145,3
606.0,5456,3
606.0,114,3
606.0,5906,3
606.0,3886,3
606.0,570,4
606.0,1664,4
606.0,209,4
606.0,1299,2
606.0,205,3
606.0,5187,4
1030.0,398,4
1014.0,2468,4
1014.0,413,2
1014.0,1526,2
1014.0,403,5
1014.0,194,2
1014.0,479,4
1014.0,357,3
1014.0,612,4
1014.0,1261,4
1014.0,2474,5
981.0,155,5
981.0,161,5
981.0,19,5
981.0,264,5
981.0,6273,4
981.0,401,3
1014.0,1368,4
1014.0,1768,4
1014.0,1089,4
1014.0,2086,4
1014.0,2489,4
1014.0,2501,4
1014.0,1722,5
1014.0,6144,3
1014.0,3362,4
981.0,95,5
981.0,959,2
1030.0,65,4
1030.0,173,5
812.0,71,4
981.0,8107,3
797.0,662,5
797.0,383,5
797.0,2274,5
797.0,94,5
797.0,1936,4
797.0,119,5
797.0,572,5
1030.0,171,3
1030.0,228,3
1030.0,10,4
1030.0,76,3
1030.0,230,2
1030.0,471,3
1030.0,451,2
1014.0,8047,4
1030.0,95,3
1030.0,22,3
1030.0,1083,2
1030.0,78,4
1030.0,3149,4
1030.0,55,3
1030.0,13,4
1030.0,14,4
1014.0,3022,4
797.0,212,2
797.0,115,4
797.0,60,5
797.0,81,3
797.0,111,3
797.0,495,4
797.0,2379,3
797.0,2229,3
797.0,3869,4
797.0,3412,5
797.0,101,4
1030.0,8589,2
797.0,306,3
1030.0,1949,3
1030.0,701,3
797.0,238,5
1030.0,468,3
1030.0,198,3
1030.0,1573,3
697.0,1430,3
1030.0,576,4
1030.0,6664,3
1030.0,4584,3
1030.0,8025,3
1030.0,387,3
1030.0,715,3
1030.0,7333,3
1030.0,456,3
1030.0,125,3
1030.0,154,3
1030.0,29,2
1030.0,248,2
1030.0,386,3
1030.0,999,3
1030.0,3304,2
1030.0,2215,3
1030.0,3871,3
1030.0,4815,3
1030.0,2787,3
1030.0,621,3
1032.0,5754,5
1032.0,113,4
1030.0,5860,3
1032.0,2559,4
1032.0,3106,4
1032.0,1544,3
1032.0,520,5
1032.0,3505,4
797.0,2465,2
1030.0,8471,3
1030.0,162,3
1030.0,765,4
979.0,162,4
979.0,2318,2
979.0,92,4
979.0,669,3
797.0,8,5
979.0,131,5
979.0,191,4
1030.0,7236,4
1030.0,5863,4
1030.0,118,3
1030.0,1714,3
1030.0,5456,3
977.0,932,3
1007.0,4936,3
1007.0,6410,3
1007.0,221,5
1007.0,93,4
977.0,3493,4
977.0,129,5
977.0,5,4
249.0,121,5
249.0,1005,4
249.0,2,4
249.0,160,4
1032.0,5,4
1032.0,13,3
1032.0,32,4
1032.0,10,4
1032.0,60,2
1032.0,58,4
1032.0,94,5
1032.0,121,5
1032.0,29,3
1032.0,6615,5
1032.0,9978,4
1032.0,3828,5
1032.0,325,4
1032.0,76,4
1032.0,230,4
1032.0,2709,5
1032.0,162,5
1032.0,872,5
1032.0,3342,5
816.0,782,4
1032.0,3321,5
1032.0,7169,4
816.0,646,3
1032.0,9754,3
816.0,7231,5
1032.0,485,5
1032.0,1312,1
751.0,934,2
751.0,160,2
751.0,75,4
751.0,1457,2
751.0,138,2
1032.0,718,5
1033.0,1102,4
1032.0,887,5
1033.0,238,4
1014.0,4435,4
1033.0,2727,4
1032.0,3907,5
1033.0,1005,4
1033.0,1928,3
1032.0,3508,5
1033.0,60,3
1033.0,4473,3
1033.0,896,3
1033.0,344,4
1033.0,372,3
1033.0,4584,4
1033.0,6354,4
1033.0,4106,4
1010.0,426,3
1033.0,8,5
1033.0,709,5
1033.0,196,5
1033.0,45,4
1033.0,28,5
1033.0,4,5
1033.0,5,5
1033.0,65,5
1033.0,297,5
1033.0,3202,4
1033.0,115,5
1027.0,660,3
926.0,158,4
926.0,373,3
926.0,4561,2
926.0,1825,2
926.0,1739,4
926.0,101,4
926.0,8,4
926.0,709,3
1033.0,27,4
1033.0,2,4
1033.0,21,4
1033.0,23,4
1033.0,18,4
1033.0,24,4
1037.0,63,5
1037.0,230,5
1037.0,76,4
1037.0,171,3
1033.0,1319,4
1033.0,6634,5
1033.0,3929,3
1037.0,451,3
1037.0,10,5
926.0,883,5
1027.0,604,3
1037.0,2,3
1037.0,27,4
1037.0,21,5
1027.0,179,4
1037.0,24,4
1037.0,18,4
1033.0,4016,4
1037.0,23,3
1033.0,114,4
1033.0,132,3
926.0,1520,4
1027.0,1392,5
1033.0,1135,4
1033.0,162,5
1027.0,6066,2
1033.0,5120,3
1027.0,6104,4
1027.0,1797,4
1033.0,1224,5
1033.0,113,5
1027.0,6154,4
1027.0,4639,1
1027.0,3256,4
1027.0,129,4
1027.0,1186,2
1027.0,715,2
1033.0,5369,4
1033.0,4103,4
1027.0,714,5
1027.0,8896,4
1033.0,7398,4
1027.0,350,3
1027.0,523,4
1027.0,1657,4
1027.0,284,2
1027.0,162,4
1027.0,1255,4
1027.0,658,4
1027.0,354,3
1027.0,337,5
1037.0,471,4
1037.0,6333,5
1027.0,154,4
1027.0,248,5
1027.0,353,3
1027.0,530,5
1027.0,125,4
1027.0,839,3
1027.0,855,5
1027.0,773,3
926.0,9946,4
1027.0,173,4
1027.0,59,4
1033.0,576,4
926.0,4190,3
1027.0,7292,1
1027.0,29,5
1027.0,6354,4
926.0,232,2
926.0,670,3
926.0,1261,4
1027.0,80,4
926.0,27,4
926.0,503,4
926.0,1987,4
1027.0,219,3
1027.0,2544,5
1027.0,297,5
1027.0,270,4
1027.0,189,5
926.0,760,3
926.0,5982,3
926.0,476,4
1033.0,305,3
1027.0,2002,3
1033.0,556,3
1033.0,176,3
1027.0,335,3
1027.0,93,3
1033.0,1123,4
1027.0,278,2
1027.0,50,2
1033.0,26,3
1027.0,1704,4
1033.0,154,4
1033.0,32,4
1033.0,131,4
1027.0,1135,4
926.0,65,4
926.0,5,4
926.0,257,5
926.0,9343,1
1027.0,758,5
1033.0,3764,4
1033.0,116,4
1033.0,54,4
1033.0,751,4
1033.0,1014,4
1033.0,662,4
1027.0,1571,4
1033.0,1079,2
1033.0,5865,4
1033.0,5460,4
1033.0,2344,4
1033.0,58,4
1033.0,7,4
1033.0,35,3
1027.0,7262,4
1027.0,9707,3
1032.0,736,2
1032.0,709,4
1027.0,531,4
1032.0,714,5
1027.0,1785,3
1038.0,127,5
131.0,315,1
131.0,1663,2
253.0,233,5
253.0,177,3
1032.0,3472,4
1032.0,395,5
253.0,122,3
1032.0,3764,5
510.0,323,5
510.0,426,3
1038.0,67,4
1038.0,4740,4
1038.0,3308,5
1038.0,46,4
1032.0,114,2
1038.0,2107,5
1032.0,1319,4
1038.0,417,5
1032.0,3581,3
510.0,1797,3
1032.0,2013,2
1032.0,213,4
1032.0,614,4
1032.0,7952,4
1038.0,407,5
1032.0,560,5
1038.0,212,5
1032.0,3379,4
1038.0,273,4
1038.0,100,4
1032.0,3139,4
1038.0,378,4
1038.0,111,3
1038.0,92,4
1038.0,45,5
1038.0,40,5
1038.0,78,3
1038.0,115,5
1032.0,2366,5
1032.0,1878,3
1032.0,341,4
1032.0,529,3
1032.0,71,3
1032.0,79,4
1032.0,531,5
1032.0,977,5
1032.0,855,4
1032.0,804,5
1032.0,353,4
1032.0,530,3
1032.0,248,3
1032.0,125,4
1032.0,154,3
1032.0,95,4
1032.0,80,5
1032.0,3404,3
1007.0,1383,2
1007.0,2597,3
1025.0,102,5
1025.0,236,4
1025.0,85,5
1025.0,9409,1
1025.0,2695,2
1025.0,621,3
1025.0,278,5
1025.0,245,4
1025.0,425,1
1025.0,77,4
1025.0,284,5
1025.0,2240,5
1025.0,1068,5
905.0,899,3
966.0,3133,5
966.0,1074,5
966.0,3243,5
966.0,2274,4
966.0,4316,5
966.0,2025,4
966.0,2051,5
966.0,4,1
1007.0,2315,3
966.0,669,3
1007.0,59,3
966.0,194,4
1027.0,387,2
1027.0,241,4
979.0,119,3
979.0,2561,2
1027.0,87,4
1027.0,461,4
1027.0,118,4
667.0,7,4
667.0,101,4
667.0,2192,2
903.0,9563,4
903.0,538,3
903.0,9754,4
880.0,38,1
903.0,6382,4
950.0,4065,2
207.0,3937,4
903.0,89,5
903.0,9078,4
903.0,1970,3
903.0,1133,3
1042.0,718,5
1042.0,887,5
1042.0,121,5
1042.0,2257,5
1042.0,74,5
1033.0,1624,4
1042.0,1678,5
1042.0,5,5
1042.0,2304,4
585.0,5027,4
1042.0,264,5
903.0,92,3
585.0,10,4
1042.0,1797,4
585.0,94,4
585.0,1642,5
585.0,2255,4
585.0,733,4
585.0,22,2
1042.0,1365,5
1042.0,1566,4
1042.0,899,4
1042.0,62,5
1042.0,368,4
1042.0,480,4
1042.0,275,4
585.0,488,3
1042.0,1087,4
1042.0,1214,5
1042.0,2809,4
1042.0,95,4
1042.0,178,4
1042.0,701,4
807.0,1149,5
1043.0,38,5
1043.0,150,5
1043.0,115,3
1043.0,378,2
1043.0,662,2
1043.0,60,2
1043.0,381,4
1043.0,114,4
1043.0,33,4
1043.0,9,3
1043.0,26,3
1043.0,1221,3
1043.0,23,4
1043.0,24,4
1043.0,18,4
1043.0,2,4
1043.0,78,2
1043.0,1111,3
1044.0,119,5
1044.0,412,5
1044.0,2475,5
1044.0,198,5
1044.0,879,5
1044.0,596,5
1044.0,1301,5
1044.0,343,5
1044.0,7868,3
1043.0,57,3
1044.0,86,5
1044.0,1388,5
1044.0,281,2
1044.0,1037,5
1044.0,833,4
1044.0,227,5
1043.0,1547,2
1043.0,100,4
1044.0,168,5
1044.0,1900,5
1044.0,9503,4
1044.0,2701,2
1044.0,1633,5
1044.0,1993,5
1044.0,6665,5
1044.0,205,5
1044.0,1533,5
1044.0,898,5
1044.0,696,5
1043.0,45,5
1044.0,26,5
1044.0,505,5
756.0,113,3
1044.0,3918,5
1044.0,4632,5
1044.0,4548,5
1044.0,3614,5
1044.0,4542,5
1044.0,3286,5
1044.0,4289,5
1044.0,103,5
1043.0,108,2
1044.0,5727,5
1043.0,238,3
1043.0,27,4
1043.0,21,4
1043.0,25,5
1043.0,11,4
1043.0,122,4
1043.0,255,4
1043.0,217,3
1042.0,401,4
1044.0,251,5
1044.0,83,5
1044.0,3374,4
1043.0,3560,2
1044.0,3557,5
903.0,738,4
1044.0,157,5
1043.0,5220,2
1044.0,223,3
1043.0,1734,5
1044.0,6768,2
1044.0,1584,5
1044.0,13,5
1044.0,33,5
1040.0,8,2
1044.0,117,5
1044.0,620,5
1044.0,50,5
1044.0,278,5
1044.0,8,1
1044.0,160,5
1044.0,4,3
1044.0,5,5
1044.0,32,3
1040.0,483,4
1040.0,709,3
1044.0,138,3
1040.0,4634,4
1040.0,1519,4
954.0,118,3
954.0,115,5
954.0,398,3
954.0,576,3
954.0,387,3
954.0,60,1
954.0,117,4
954.0,531,3
954.0,596,3
954.0,281,3
954.0,123,3
954.0,125,4
954.0,353,3
954.0,154,4
954.0,714,3
954.0,773,3
954.0,29,3
954.0,7521,3
488.0,4369,4
488.0,131,5
954.0,7270,2
954.0,191,4
954.0,365,3
954.0,568,4
926.0,276,3
926.0,248,3
926.0,4584,3
926.0,130,3
926.0,3948,4
926.0,353,2
978.0,959,1
978.0,4793,4
926.0,154,4
1024.0,103,4
978.0,138,2
978.0,79,5
978.0,341,5
926.0,2257,5
1024.0,819,3
926.0,94,4
926.0,125,4
926.0,1329,4
926.0,718,4
926.0,530,4
926.0,793,5
926.0,9707,5
926.0,58,5
793.0,2318,3
793.0,1019,3
926.0,804,3
926.0,4822,4
926.0,87,5
926.0,2190,4
926.0,887,3
926.0,7309,3
1030.0,727,3
926.0,8588,3
926.0,3700,5
926.0,2366,3
926.0,32,4
926.0,162,2
926.0,520,2
926.0,43,3
926.0,959,4
926.0,523,5
926.0,1378,3
926.0,83,1
926.0,3076,1
919.0,4483,5
919.0,5207,5
919.0,15,4
919.0,60,4
926.0,919,3
919.0,46,3
919.0,225,4
919.0,1073,2
919.0,5385,2
919.0,1501,3
